,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
2438,5192,119,1.0,35.900433,20.935635,6.0,3,9.0,1972,0.000995363,B,B,42,7651,1,,1,5,B,149446.97
2439,16742,9,3.0,64.00461,39.369514,7.0,4,12.0,1978,0.13624443,B,B,11,2370,0,,0,1,B,230362.55
2440,15011,21,1.0,40.801376,22.207653,7.0,9,14.0,2009,0.034331497,B,B,25,5487,3,,0,4,B,192248.08
2441,2055,48,2.0,61.227093,35.230766,10.0,17,16.0,1983,0.041124634,B,B,46,9515,5,,1,10,B,325719.12
2442,4875,46,3.0,87.03633,,0.0,11,12.0,1977,0.18878376,B,B,31,6137,4,,0,1,B,196465.56
2443,6528,102,3.0,57.3964,43.626595,5.0,7,5.0,1963,0.23861714,B,B,26,3889,6,705.0,3,6,B,141084.77
2444,15935,38,2.0,60.834843,32.58371,12.0,11,17.0,2008,0.060753047,B,B,15,2787,2,520.0,0,7,B,282403.66
2445,6649,27,1.0,33.299526,20.742432,6.0,5,3.0,1963,0.07542368,B,B,11,3097,0,,0,0,B,104457.85
2446,4122,93,1.0,39.856106,23.384703,10.0,17,16.0,1976,0.52186704,B,B,25,6149,0,,0,0,B,151184.64
2447,3940,27,1.0,36.50219,2.9676661,1.0,12,19.0,2017,0.21140121,B,B,9,1892,0,,0,1,B,105418.01
2448,11648,31,2.0,54.967663,34.33737,8.0,9,16.0,1984,0.15134622,B,A,32,5889,10,830.0,4,1,B,278600.66
2449,2481,1,1.0,40.01981,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,137162.61
2450,6788,73,1.0,44.243137,42.64558,1.0,6,23.0,2017,0.042031586,B,B,37,6856,84,1940.0,2,5,B,362271.03
2451,14827,58,3.0,65.03062,47.94867,6.0,7,12.0,1977,0.060753047,B,B,15,2787,2,520.0,0,7,B,288806.44
2452,15731,47,3.0,82.66661,45.938244,12.0,8,14.0,2009,0.19736795,B,B,8,2423,1,32.0,0,1,B,316106.22
2453,59,27,1.0,27.181473,10.924281,8.0,10,25.0,2014,0.072157584,B,B,2,629,1,,0,0,A,75170.81
2454,12390,72,3.0,97.49068,99.323555,96.0,22,25.0,2019,0.21047324,B,B,11,2398,2,1994.0,3,0,B,445074.97
2455,14617,107,2.0,46.097748,41.488033,5.0,4,8.0,1962,0.17473908,B,B,17,3379,9,100.0,0,3,B,292466.1
2456,13138,53,3.0,78.166046,46.485184,10.0,14,16.0,1985,0.049637258,B,B,34,7759,0,229.0,1,3,B,381206.78
2457,2470,6,1.0,43.312023,1.4044931,1.0,11,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,128588.74
2458,6053,6,1.0,41.314774,5.0054774,1.0,9,17.0,2016,0.24320452,B,B,5,1564,0,540.0,0,0,B,159149.52
2459,15409,128,2.0,65.71879,,1.0,4,3.0,1977,0.0,B,B,27,4798,0,30.0,2,8,B,172350.88
2460,6398,23,1.0,41.21603,,1.0,2,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,101233.86
2461,14605,9,3.0,89.8621,48.855648,10.0,11,22.0,1990,0.13624443,B,B,11,2370,0,,0,1,B,265002.34
2462,16578,113,1.0,103.19637,84.12271,20.0,5,25.0,2017,0.050755568,B,B,24,5469,1,145.0,0,1,B,366400.94
2463,4926,64,2.0,60.614807,35.01869,10.0,17,17.0,1986,0.13564979,B,B,46,7960,6,350.0,3,11,B,355933.75
2464,15460,9,2.0,60.03274,31.768044,12.0,4,14.0,2008,0.13012277,B,B,8,1986,0,,0,0,B,190087.44
2465,6239,22,2.0,64.26987,38.983067,8.0,4,5.0,1937,0.13321534,B,B,49,11395,3,1406.0,3,4,A,219873.56
2466,8541,31,1.0,38.198208,37.681946,10.0,15,16.0,1987,0.15134622,B,A,32,5889,10,830.0,4,1,B,211440.16
2467,15427,29,2.0,46.12987,32.032852,5.0,6,5.0,1965,0.086885266,B,B,10,2277,2,1547.0,0,0,B,170158.2
2468,15774,27,1.0,48.731075,44.171627,7.0,8,10.0,2016,0.017647052,B,B,2,469,0,,0,0,B,140235.56
2469,883,23,1.0,46.355804,,1.0,3,3.0,1977,0.014072961,B,B,2,475,0,,0,0,B,94607.98
2470,13287,4,3.0,72.677376,52.208,7.0,3,8.0,1938,0.32701802,B,B,12,2270,23,2500.0,1,0,B,439076.9
2471,784,53,1.0,39.077477,38.196518,1.0,6,24.0,2018,0.049637258,B,B,34,7759,0,229.0,1,3,B,222655.4
2472,5085,111,3.0,72.38864,49.485264,10.0,3,17.0,2008,0.09344257,B,B,23,4635,5,3300.0,2,4,B,415428.28
2473,12941,188,4.0,86.48256,70.11207,5.0,6,6.0,1935,0.0,B,B,7,1660,39,1786.0,1,5,B,552454.3
2474,754,27,1.0,44.84895,,1.0,5,17.0,1977,0.072157584,B,B,2,629,1,,0,0,A,117699.18
2475,16393,88,2.0,43.255566,29.604418,6.0,8,9.0,1974,0.1273759,B,B,43,8429,3,,3,9,B,197723.4
2476,11235,57,2.0,59.613033,32.87504,12.0,4,14.0,2002,0.13321534,B,B,49,11395,3,1406.0,3,4,A,270880.4
2477,11221,121,3.0,69.36445,43.77769,7.0,11,12.0,1976,0.21251535,B,B,19,3293,16,628.0,3,7,B,381301.25
2478,13505,22,3.0,60.776684,40.559784,6.0,5,5.0,1963,0.000995363,B,B,42,7651,1,,1,5,B,211655.38
2479,15373,6,1.0,41.98536,,0.0,5,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,126124.73
2480,4040,1,2.0,54.857883,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,178762.42
2481,8562,27,2.0,55.43124,55.898243,1.0,5,17.0,2017,0.072157584,B,B,2,629,1,,0,0,A,155380.5
2482,12388,46,2.0,43.848637,25.288013,5.0,5,12.0,1971,0.0,B,B,47,11319,0,1145.0,3,5,B,206269.77
2483,11419,62,1.0,36.739132,21.159088,5.0,4,5.0,1974,0.38677165,B,B,5,1135,0,,0,0,A,128962.0
2484,6166,17,2.0,47.97849,31.06035,5.0,4,5.0,1964,0.0,B,B,18,3374,5,620.0,1,2,B,218005.52
2485,8559,17,3.0,72.8209,48.310158,7.0,7,19.0,1970,0.0,B,B,18,3374,5,620.0,1,2,B,368177.5
2486,13510,57,1.0,39.3216,17.544945,1.0,15,17.0,2007,0.13321534,B,B,49,11395,3,1406.0,3,4,A,182124.17
2487,8513,62,2.0,61.0199,,0.0,18,25.0,1977,0.072157584,B,B,2,629,1,,0,0,A,170199.12
2488,16569,13,4.0,115.56981,73.715454,12.0,1,3.0,1998,0.0907991,B,B,74,19083,2,,5,15,B,464897.22
2489,909,62,3.0,93.62377,,1.0,6,15.0,1977,0.072157584,B,B,2,629,1,,0,0,A,195548.7
2490,4013,151,1.0,38.923355,22.769316,9.0,13,12.0,1969,0.23610845,B,B,16,3893,27,,3,10,B,218813.72
2491,6419,23,2.0,63.267975,,1.0,15,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,169829.31
2492,5365,1,2.0,61.04949,,0.0,11,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,190085.17
2493,3988,124,1.0,35.69676,23.06086,5.0,5,5.0,1965,0.12209035,B,B,29,6566,7,1894.0,4,0,B,157711.78
2494,4390,9,2.0,56.65984,31.798338,8.0,8,12.0,1980,0.13624443,B,B,11,2370,0,,0,1,B,186438.86
2495,6519,94,2.0,50.392834,3.2495692,1.0,4,12.0,1973,0.52186704,B,B,25,6149,0,,0,0,B,157822.34
2496,16624,28,3.0,87.04397,51.071743,11.0,9,23.0,2006,0.33389154,B,B,30,6564,1,,0,0,B,508084.1
2497,4788,85,3.0,75.57682,47.952225,10.0,13,16.0,1983,0.03717782,B,B,52,11217,1,2300.0,1,7,B,428351.44
2498,837,9,2.0,57.861546,34.45523,9.0,9,17.0,1994,0.069753364,B,B,53,13670,4,,1,11,B,245887.6
2499,2772,85,2.0,56.26526,34.17376,9.0,10,16.0,1979,0.03717782,B,B,52,11217,1,2300.0,1,7,B,286234.0
2500,2102,147,1.0,36.430096,18.73804,9.0,2,12.0,1970,0.31980935,B,B,25,4756,16,2857.0,5,8,B,170108.14
2501,1825,57,2.0,54.164135,35.397533,9.0,8,12.0,1984,0.40727624,A,B,9,1768,0,370.0,0,0,A,189200.31
2502,6993,23,2.0,62.162125,60.956978,0.0,7,25.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,166599.05
2503,15610,23,1.0,40.830364,41.642437,1.0,4,9.0,2016,0.03465608,B,B,0,168,0,,0,0,B,91775.32
2504,10763,8,2.0,49.508514,32.421215,6.0,6,12.0,1972,0.219006,B,B,28,6746,3,,1,4,B,189642.6
2505,14706,62,3.0,69.408295,66.1063,11.0,7,12.0,1975,0.002211665,B,B,39,7614,3,,1,5,A,286838.78
2506,9511,63,1.0,51.456043,51.38526,1.0,12,10.0,2017,0.23861714,B,B,26,3889,6,705.0,3,6,B,260824.22
2507,13598,22,2.0,42.123928,29.935068,5.0,2,5.0,1963,0.000995363,B,B,42,7651,1,,1,5,B,170876.64
2508,558,1,2.0,52.566498,,1.0,17,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,177176.98
2509,13701,5,3.0,62.655537,38.59982,5.0,10,9.0,1974,0.15081754,B,B,16,3433,4,2643.0,4,5,B,231577.94
2510,2948,69,3.0,77.68174,45.150448,10.0,3,17.0,1986,0.000991363,B,B,33,6783,3,,1,9,B,384122.78
2511,5292,1,2.0,77.595566,,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,264415.72
2512,1446,27,1.0,45.704018,41.022106,12.0,5,16.0,1977,0.017647052,B,B,2,469,0,,0,0,B,128432.33
2513,4685,27,2.0,56.014915,,1.0,13,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,143179.75
2514,8733,85,1.0,32.284176,19.176939,6.0,7,9.0,1978,0.03717782,B,B,52,11217,1,2300.0,1,7,B,190755.61
2515,14397,30,2.0,92.33893,40.219734,1.0,4,2.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,189183.0
2516,338,46,5.0,147.7093,,0.0,6,0.0,1977,0.15081754,B,B,16,3433,4,2643.0,4,5,B,352168.97
2517,944,58,1.0,51.939293,,0.0,5,9.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,110295.35
2518,2447,58,3.0,80.85365,50.23466,8.0,6,14.0,1972,0.14890389,B,B,9,1952,1,1430.0,3,2,B,265002.28
2519,14937,23,1.0,31.513674,,1.0,4,1.0,1977,0.03465608,B,B,0,168,0,,0,0,B,84043.7
2520,16310,53,1.0,35.42421,23.162907,9.0,17,16.0,1979,0.049637258,B,B,34,7759,0,229.0,1,3,B,229611.25
2521,5329,79,2.0,42.028965,27.73292,5.0,4,5.0,1964,0.30746666,B,A,30,5048,9,325.0,2,5,B,181260.81
2522,7025,81,2.0,58.979187,34.576843,7.0,3,5.0,1962,0.31980935,B,B,25,4756,16,2857.0,5,8,B,87419.695
2523,6891,101,2.0,58.218052,35.726032,8.0,2,5.0,1958,0.22582495,A,B,41,6558,7,1548.0,3,2,B,231700.14
2524,15926,45,3.0,76.01141,74.054565,1.0,7,25.0,2017,0.19578105,B,B,23,5212,6,,3,2,B,417019.56
2525,1351,52,2.0,63.079742,,1.0,5,17.0,1977,0.371149,B,B,34,7065,1,750.0,2,5,B,186059.11
2526,12815,23,1.0,35.084763,,1.0,9,1.0,1977,0.03465608,B,B,0,168,0,,0,0,B,74244.836
2527,1471,23,2.0,62.348476,,1.0,27,25.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,168381.12
2528,3314,39,2.0,45.782494,29.987185,6.0,7,9.0,1971,0.42882583,B,B,25,5011,8,730.0,0,2,B,109772.555
2529,7521,23,1.0,40.826897,41.546356,1.0,12,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,109303.83
2530,3845,27,2.0,52.345657,,1.0,6,5.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,125913.05
2531,2057,58,1.0,42.952213,,0.0,11,17.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,130980.4
2532,1383,6,2.0,62.49246,58.981407,10.0,14,25.0,2018,0.24320452,B,B,5,1564,0,540.0,0,0,B,177762.53
2533,6843,25,1.0,42.950703,21.77162,8.0,8,14.0,1993,0.069753364,B,B,53,13670,4,,1,11,B,208970.55
2534,6082,33,1.0,34.348232,,0.0,2,12.0,1977,0.23610845,B,B,16,3893,27,,3,10,B,146322.11
2535,9592,6,1.0,43.918213,,1.0,6,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,156871.14
2536,10791,94,2.0,47.480255,28.00354,6.0,3,9.0,1974,0.52186704,B,B,25,6149,0,,0,0,B,172966.88
2537,6162,47,1.0,38.12341,18.16108,6.0,3,12.0,1985,0.10187247,B,B,23,4583,3,,3,3,B,165767.19
2538,8033,34,1.0,32.879562,,1.0,6,1.0,1977,0.069753364,B,B,53,13670,4,,1,11,B,187872.66
2539,14470,22,2.0,62.47093,,1.0,7,5.0,2017,0.11853738,B,B,30,6207,1,1183.0,1,0,B,180223.27
2540,9634,27,2.0,60.844242,2.523987,1.0,17,17.0,2016,0.072157584,B,B,2,629,1,,0,0,A,212589.7
2541,7287,27,1.0,47.5602,20.272135,10.0,3,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,122318.945
2542,6856,84,2.0,49.419117,31.181702,5.0,6,5.0,1966,0.14966637,B,B,22,4789,2,4087.0,4,1,B,200759.16
2543,5676,123,3.0,59.61569,48.021885,5.0,4,9.0,1967,0.0,B,B,47,11319,0,1145.0,3,5,B,265992.06
2544,14044,99,2.0,34.573753,23.588537,6.0,5,12.0,1973,0.03349371,B,B,66,10573,1,1322.0,3,8,B,172845.89
2545,3414,6,2.0,60.913074,63.262527,1.0,3,25.0,2018,0.24320452,B,B,5,1564,0,540.0,0,0,B,188798.1
2546,5223,57,3.0,82.29855,54.767647,10.0,10,14.0,2005,0.13321534,B,B,49,11395,3,1406.0,3,4,A,335590.28
2547,4876,30,1.0,39.926453,40.95505,1.0,13,17.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,124050.22
2548,16700,27,1.0,40.738613,40.154438,1.0,9,17.0,2016,0.011654127,B,B,4,915,0,,0,0,B,109493.04
2549,15395,18,3.0,76.97476,46.76757,10.0,12,17.0,1999,0.0,B,B,30,5562,0,,0,5,A,118664.445
2550,524,8,1.0,39.584457,20.920547,9.0,10,12.0,1970,0.4581745,B,A,26,4439,1,1130.0,1,5,B,162543.98
2551,7966,84,2.0,44.941364,34.136593,5.0,2,5.0,1965,0.14966637,B,B,22,4789,2,4087.0,4,1,B,126701.8
2552,6934,111,3.0,63.15141,47.252647,5.0,2,5.0,1964,0.1363303,B,B,30,6141,10,262.0,3,6,B,232601.27
2553,11166,32,1.0,39.795303,22.872417,7.0,7,12.0,1976,0.13564979,B,B,46,7960,6,350.0,3,11,B,231867.22
2554,1575,23,1.0,33.55559,33.330276,1.0,5,9.0,2014,0.03465608,B,B,0,168,0,,0,0,B,61670.348
2555,12921,54,2.0,45.847332,28.312864,5.0,13,14.0,1974,0.006076152,B,B,30,5285,0,645.0,6,6,B,197875.3
2556,9344,17,3.0,79.933044,50.623634,10.0,7,16.0,1979,0.000991363,B,B,33,6783,3,,1,9,B,381344.9
2557,7838,48,3.0,86.05979,3.434851,1.0,27,1.0,2015,0.041124634,B,B,46,9515,5,,1,10,B,467773.38
2558,1626,61,1.0,36.34204,21.260757,6.0,10,9.0,1980,0.23220508,B,B,24,4860,1,80.0,0,3,B,178907.03
2559,4286,86,1.0,39.66267,26.014061,5.0,4,8.0,1959,0.16197556,B,A,31,7010,5,4508.0,3,7,B,181770.97
2560,981,23,2.0,64.42628,61.35868,1.0,19,25.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,175836.39
2561,3619,74,1.0,35.371147,33.306416,10.0,7,17.0,2019,0.07577875,B,B,6,1437,3,,0,2,B,127264.21
2562,9785,27,2.0,62.64039,34.998512,10.0,5,17.0,2015,0.072157584,B,B,2,629,1,,0,0,A,190968.19
2563,16130,119,1.0,32.50971,21.431938,5.0,5,5.0,1962,0.000995363,B,B,42,7651,1,,1,5,B,116532.9
2564,6279,27,1.0,40.90729,42.102737,1.0,17,16.0,2017,0.011654127,B,B,4,915,0,,0,0,B,119459.02
2565,13163,30,1.0,39.12064,,1.0,18,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,132899.53
2566,9814,32,2.0,57.500534,36.262794,9.0,11,17.0,1988,0.13564979,B,B,46,7960,6,350.0,3,11,B,312739.5
2567,4292,11,2.0,47.297188,32.18033,6.0,6,9.0,1972,0.000169676,B,B,36,5992,0,,1,1,B,206143.38
2568,7648,9,4.0,99.80588,66.219345,8.0,5,14.0,1992,0.13624443,B,B,11,2370,0,,0,1,B,315493.7
2569,6405,27,2.0,56.17183,29.335796,8.0,2,5.0,1992,0.07542368,B,B,11,3097,0,,0,0,B,159504.69
2570,16757,23,1.0,41.455883,,1.0,11,17.0,1977,0.07577875,B,B,6,1437,3,,0,2,B,116391.1
2571,8050,0,1.0,32.967873,20.88384,5.0,5,5.0,1961,0.31980935,B,B,25,4756,16,2857.0,5,8,B,142799.44
2572,5528,6,3.0,80.28454,,10.0,19,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,222842.45
2573,9700,30,1.0,40.43839,38.565205,1.0,15,17.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,142079.36
2574,10774,163,3.0,66.554,42.20271,8.0,7,12.0,1985,0.007658515,B,B,35,7077,56,2301.0,3,19,B,494730.44
2575,15985,90,1.0,42.99208,23.688456,8.0,6,14.0,1995,0.26508868,B,B,37,5288,0,1937.0,3,2,B,171970.3
2576,14642,90,1.0,22.682705,14.664334,3.0,5,5.0,1969,0.26508868,B,B,37,5288,0,1937.0,3,2,B,118004.83
2577,4710,11,3.0,62.54666,42.00704,8.0,7,9.0,1972,0.012338886,B,B,35,5776,1,2078.0,2,4,B,230539.38
2578,9796,61,2.0,47.616703,32.7562,6.0,13,12.0,1979,0.30032253,B,B,52,10311,6,,1,9,B,233805.84
2579,6818,2,1.0,38.142498,16.189037,7.0,17,16.0,2008,0.035145268,B,B,42,9292,3,2620.0,0,3,B,89294.97
2580,13692,51,2.0,53.13597,33.417377,9.0,11,12.0,1974,0.015016892,B,B,17,3079,59,2890.0,0,8,B,280746.25
2581,14412,93,1.0,41.41277,22.50022,8.0,6,12.0,1982,0.050900057,B,B,43,10621,1,30.0,2,3,B,148027.39
2582,10018,1,2.0,67.82586,66.3682,10.0,3,17.0,2015,0.007122317,B,B,1,264,0,,0,1,B,228782.78
2583,14174,27,3.0,86.84084,,8.0,6,12.0,2015,0.21140121,B,B,9,1892,0,,0,1,B,205143.56
2584,8042,58,2.0,61.374363,,0.0,3,17.0,1977,0.43788525,B,B,23,5735,3,1084.0,0,5,B,188088.05
2585,16610,6,1.0,49.02591,43.636803,1.0,11,25.0,2015,0.24320452,B,B,5,1564,0,540.0,0,0,B,154585.98
2586,15819,27,2.0,68.88188,30.11165,1.0,1,4.0,2016,0.011654127,B,B,4,915,0,,0,0,B,182443.81
2587,14308,35,2.0,48.24978,29.473633,6.0,3,9.0,1971,0.08903972,B,B,33,7976,5,,0,11,B,181020.12
2588,15881,62,1.0,44.22033,46.530457,0.0,8,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,117947.3
2589,6714,145,1.0,39.3298,20.024202,6.0,4,17.0,2005,0.24603155,B,A,22,3151,4,2715.0,3,3,B,184778.47
2590,9306,1,3.0,88.09835,,1.0,22,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B,264284.2
2591,2849,27,1.0,43.786488,22.442076,1.0,4,1.0,1977,0.017647052,B,B,2,469,0,,0,0,B,129728.48
2592,8388,1,2.0,46.07931,28.382137,4.0,2,5.0,1965,0.03627009,B,B,6,1318,1,200.0,1,1,B,130215.34
2593,11326,27,1.0,44.20068,,1.0,11,9.0,1977,0.072157584,B,B,2,629,1,,0,0,A,147867.86
2594,5213,32,1.0,40.54006,19.1245,10.0,9,22.0,2003,0.13564979,B,B,46,7960,6,350.0,3,11,B,245700.45
2595,15304,124,1.0,45.2201,44.24084,13.0,12,12.0,1974,0.12209035,B,B,29,6566,7,1894.0,4,0,B,180351.78
2596,14184,1,2.0,56.451767,,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B,182031.08
2597,10093,27,1.0,46.324123,,1.0,7,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,147612.53
2598,5612,23,1.0,29.5671,,1.0,6,4.0,1977,0.03465608,B,B,0,168,0,,0,0,B,74012.22
2599,4859,27,2.0,66.34879,62.488785,1.0,11,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,220556.03
2600,15816,52,1.0,40.915813,19.50751,10.0,13,22.0,1990,0.371149,B,B,34,7065,1,750.0,2,5,B,173926.78
2601,1369,27,1.0,43.304317,,0.0,10,22.0,1977,0.21140121,B,B,9,1892,0,,0,1,B,117801.2
2602,718,46,1.0,30.65031,18.987778,5.0,2,5.0,1966,0.18878376,B,B,31,6137,4,,0,1,B,143665.6
2603,8231,11,1.0,31.309444,24.479166,5.0,1,5.0,1969,0.03869299,B,B,28,6533,1,1015.0,2,5,B,134975.0
2604,15156,61,1.0,34.495735,22.295008,5.0,9,9.0,1982,0.30032253,B,B,52,10311,6,,1,9,B,176841.33
2605,9586,1,1.0,42.17427,,10.0,4,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B,133372.23
2606,5061,34,3.0,89.74196,52.837128,12.0,15,16.0,2002,0.069753364,B,B,53,13670,4,,1,11,B,412142.84
2607,378,105,2.0,48.605106,35.52782,8.0,13,14.0,1972,0.040242765,B,B,25,3478,11,2729.0,3,1,B,203380.67
2608,7534,3,1.0,40.37821,23.802593,8.0,14,16.0,1984,0.050900057,B,B,43,10621,1,30.0,2,3,B,171077.42
2609,11455,8,2.0,61.22445,31.941643,10.0,6,16.0,1982,0.4581745,B,A,26,4439,1,1130.0,1,5,B,84577.92
2610,16034,9,2.0,54.029392,31.062162,8.0,7,17.0,1992,0.16153175,B,B,25,5648,1,30.0,2,4,B,173834.66
2611,791,2,1.0,45.859665,19.435692,12.0,6,16.0,2002,0.30947912,B,B,35,7715,4,990.0,0,6,B,275696.34
2612,1025,61,4.0,80.21791,53.80409,8.0,3,12.0,1981,0.30032253,B,B,52,10311,6,,1,9,B,317703.2
2613,1835,39,1.0,36.539024,22.63802,9.0,4,12.0,1974,0.42882583,B,B,25,5011,8,730.0,0,2,B,158589.69
2614,11112,53,2.0,53.49483,33.16681,8.0,12,12.0,1984,0.049637258,B,B,34,7759,0,229.0,1,3,B,280842.7
2615,2337,6,2.0,51.037617,,1.0,4,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,151179.64
2616,9670,57,2.0,65.04588,,1.0,4,17.0,1977,0.40727624,A,B,9,1768,0,370.0,0,0,A,183489.36
2617,8229,169,3.0,91.19152,52.313522,11.0,17,17.0,1998,0.1789168,B,B,18,3594,4,192.0,1,5,B,497262.4
2618,16095,6,1.0,40.24268,,1.0,17,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,126925.8
2619,5658,17,3.0,75.27626,45.187294,0.0,19,27.0,2003,0.0,B,B,18,3374,5,620.0,1,2,B,439468.03
2620,13849,177,2.0,50.081207,32.894455,5.0,5,5.0,1965,0.19578105,B,B,23,5212,6,,3,2,B,192001.34
2621,13347,2,1.0,31.0294,18.276468,5.0,2,5.0,1968,0.0,B,B,33,7425,1,,2,5,B,133795.84
2622,8141,46,2.0,69.80461,33.82966,12.0,13,16.0,2014,0.18878376,B,B,31,6137,4,,0,1,B,465067.06
2623,5058,27,2.0,53.77799,34.512836,9.0,9,17.0,2012,0.011654127,B,B,4,915,0,,0,0,B,102192.77
2624,10297,62,3.0,99.34827,,0.0,8,0.0,1977,0.072157584,B,B,2,629,1,,0,0,A,192538.88
2625,13863,80,1.0,37.7608,18.876114,10.0,10,22.0,1988,0.0,B,B,39,8647,0,810.0,0,5,B,162283.83
2626,15939,114,1.0,33.98965,20.962955,4.0,5,12.0,1966,0.32701802,B,B,12,2270,23,2500.0,1,0,B,187288.0
2627,957,23,2.0,55.751347,34.651024,8.0,5,4.0,2017,0.03465608,B,B,0,168,0,,0,0,B,99088.4
2628,14729,119,2.0,47.354565,30.7307,5.0,7,9.0,1972,0.000995363,B,B,42,7651,1,,1,5,B,176768.36
2629,6622,96,1.0,39.230484,16.580204,9.0,4,14.0,2001,0.041116353,B,B,53,14892,4,,1,4,B,171677.73
2630,2056,9,1.0,47.301792,5.1259084,1.0,7,1.0,1977,0.16153175,B,B,25,5648,1,30.0,2,4,B,138880.25
2631,3011,5,2.0,62.895664,64.95341,1.0,8,17.0,2016,0.15081754,B,B,16,3433,4,2643.0,4,5,B,344367.5
2632,300,31,2.0,106.42769,34.230415,32.0,4,40.0,2013,0.15134622,B,A,32,5889,10,830.0,4,1,B,624549.4
2633,10422,30,2.0,66.341064,,1.0,19,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,190611.47
2634,7288,23,1.0,30.4561,31.732992,0.0,2,9.0,2017,0.03465608,B,B,0,168,0,,0,0,B,73152.8
2635,11433,107,2.0,56.86919,33.55252,8.0,13,14.0,1971,0.17473908,B,B,17,3379,9,100.0,0,3,B,397417.4
2636,6432,6,1.0,44.965492,,1.0,5,17.0,1977,0.24320452,B,B,5,1564,0,540.0,0,0,B,124480.62
2637,10085,88,2.0,48.390915,34.498512,6.0,12,12.0,1975,0.1273759,B,B,43,8429,3,,3,9,B,222233.62
2638,7886,23,2.0,52.48808,33.192432,9.0,13,17.0,2011,0.07577875,B,B,6,1437,3,,0,2,B,101008.76
2639,7060,27,1.0,38.651043,5.822657,1.0,7,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B,103210.01
2640,15979,27,1.0,47.42635,,10.0,9,1.0,1977,0.072157584,B,B,2,629,1,,0,0,A,148330.66
2641,16173,9,1.0,37.261265,21.643316,9.0,2,22.0,1990,0.13624443,B,B,11,2370,0,,0,1,B,133260.11
2642,11123,3,3.0,59.991615,46.868065,5.0,8,12.0,1974,0.050900057,B,B,43,10621,1,30.0,2,3,B,214254.55
2643,7600,69,2.0,67.92647,43.145454,11.0,10,12.0,2003,0.09344257,B,B,23,4635,5,3300.0,2,4,B,424346.44
2644,9588,154,1.0,41.06215,20.874628,10.0,16,25.0,2005,0.4605564,B,B,20,4386,14,,1,5,B,271897.84
2645,12922,32,3.0,79.49981,48.359146,10.0,3,16.0,1984,0.13564979,B,B,46,7960,6,350.0,3,11,B,394195.84
2646,3110,119,2.0,49.828484,30.081367,5.0,4,5.0,1963,0.000995363,B,B,42,7651,1,,1,5,B,183788.39
2647,2306,98,1.0,30.44769,20.897932,5.0,3,9.0,1974,0.31392455,B,B,22,4625,11,3855.0,2,10,B,155144.02
2648,9855,171,3.0,79.43825,58.98953,8.0,5,8.0,1964,0.0,B,B,30,7538,87,4702.0,5,5,B,509980.75
2649,9319,26,1.0,54.507572,29.220806,14.0,17,25.0,1977,0.0,B,B,36,6714,2,2672.0,0,2,B,301517.9
2650,1500,27,2.0,47.396698,30.958857,7.0,10,12.0,1980,0.07542368,B,B,11,3097,0,,0,0,B,167134.2
2651,14528,170,3.0,76.98431,51.661148,7.0,6,6.0,1962,0.21843974,B,B,21,4472,6,1450.0,4,7,A,330459.7
